Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           .setup_timekeeping [309]
[936]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_d [936]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[937]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_h [937]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[938]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_m [938]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[939]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_mo [939]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[940]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_s [940]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[941]    0.0    0.00    0.00       1         .nl_get_auxinput1_begin_y [941]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[942]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_d [942]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[943]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_h [943]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[944]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_m [944]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[945]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_mo [945]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[946]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_s [946]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[947]    0.0    0.00    0.00       1         .nl_get_auxinput1_end_y [947]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[948]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval [948]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[949]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval_d [949]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[950]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval_h [950]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[951]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval_m [951]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[952]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval_mo [952]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[953]    0.0    0.00    0.00       1         .nl_get_auxinput1_interval_s [953]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[954]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_d [954]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[955]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_h [955]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[956]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_m [956]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[957]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_mo [957]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[958]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_s [958]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[959]    0.0    0.00    0.00       1         .nl_get_auxinput2_begin_y [959]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[960]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_d [960]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[961]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_h [961]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[962]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_m [962]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[963]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_mo [963]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[964]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_s [964]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[965]    0.0    0.00    0.00       1         .nl_get_auxinput2_end_y [965]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[966]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval [966]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[967]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval_d [967]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[968]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval_h [968]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[969]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval_m [969]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[970]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval_mo [970]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[971]    0.0    0.00    0.00       1         .nl_get_auxinput2_interval_s [971]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
[972]    0.0    0.00    0.00       1         .nl_get_auxinput3_begin_d [972]
-----------------------------------------------
                0.00    0.00       1/1           .setup_timekeeping [309]
